E.Sample_D ,E.Aprox_D,E.Fuzzy_D,F.Corre_D,E.Shannon_D,F.DFA_D,y
1.586231933,1.944931435,1.457983064,0.021619247,10.92676926,0.329696534,0
1.34063051,1.549760893,1.764464669,0.70132465,6.684377107,0.09457649,0
1.954890256,1.56950495,1.657943834,0.631408308,3.95007727,0.154312549,1
1.089834454,1.432174892,1.863021182,0.76025576,6.244400522,0.832812578,0
1.560256401,1.865658595,1.819427314,0.302161708,9.008004525,0.591353866,0
1.204519622,1.567509352,1.003087519,0.485513023,1.284540062,0.469982702,0
1.51572156,1.518310074,1.755232961,0.140705783,3.7187816,0.882673565,0
1.570451164,1.736211782,1.371277142,0.228340951,3.831502405,0.65412628,0
1.618197478,1.37076425,1.484843601,0.052766978,3.023269519,0.541988538,1
1.992013639,1.162348573,1.495292994,0.117194227,4.933430458,0.955285402,1
1.484374292,1.753541717,1.845133126,0.007874838,7.387817611,0.241281006,0
1.706681588,1.538589995,1.076125611,0.588409968,7.121612149,0.412446642,1
1.969836628,1.374493815,1.204957123,0.631469514,6.103258943,0.470860901,1
1.872230807,1.170261571,1.25325082,0.847784391,9.377093408,0.456679955,1
1.125715496,1.106621044,1.505146444,0.622640374,0.857240654,0.534485767,0
1.396889638,1.160924523,1.634283243,0.618863151,6.288098744,0.149296431,0
1.984109945,1.793369209,1.67389822,0.49229361,6.165478896,0.48656472,1
1.272256018,1.441179983,1.226078327,0.991828729,8.985546307,0.119432797,0
1.855407742,1.922523642,1.218006417,0.776910466,8.184997718,0.719662315,1
1.299814224,1.089446529,1.31093429,0.501986343,4.80952762,0.713899235,0
1.27596612,1.35180785,1.569385983,0.690259025,4.288166646,0.195751214,0
1.94014691,1.543745376,1.793056574,0.868807586,6.536722896,0.309213482,1
1.603277103,1.861459992,1.849856519,0.653485322,1.330881606,0.25406197,1
1.510206845,1.176213049,1.007413656,0.930177157,7.009217445,0.098082017,0
1.495043715,1.838866997,1.858619049,0.930731918,11.33786614,0.633084304,0
1.343972108,1.33862832,1.859611542,0.128009824,8.099339464,0.082353441,0
1.818174624,1.899140193,1.131723756,0.053095965,3.898370813,0.168811266,1
1.952942556,1.904875791,1.637268715,0.406911563,2.235927777,0.136499043,1
1.020948935,1.580461673,1.451089625,0.3391398,0.472664195,0.286994234,0
1.841972743,1.429973439,1.449489927,0.040584806,7.887938101,0.147408521,1
1.008537031,1.826585379,1.481542481,0.505317382,2.759639402,0.07670844,0
1.420985026,1.642191441,1.420000379,0.478255451,1.137199177,0.721440629,0
1.641685359,1.085427514,1.851981576,0.464811288,6.911550805,0.464057142,1
1.196254011,1.118143602,1.704017268,0.382338299,1.527426784,0.716270896,0
1.21264924,1.990673361,1.260613093,0.737944544,1.071476549,0.040138061,0
1.095320512,1.651548391,1.521416297,0.241489857,1.356117702,0.69352393,0
1.65756383,1.541230042,1.784721058,0.808752323,8.91297144,0.242629531,1
1.29506696,1.402292883,1.164319648,0.365807724,5.127621413,0.995609119,0
1.920083708,1.441581528,1.168240804,0.545906788,1.132058311,0.298838065,1
1.668582965,1.401654835,1.355239126,0.634323485,6.582880396,0.85769726,1
1.832873986,1.682797046,1.748510077,0.518564903,8.277420136,0.656414998,1
1.142041111,1.393375195,1.814905275,0.451724135,8.68521946,0.386478537,0
1.569155553,1.151740353,1.482105116,0.714410707,5.535229825,0.388738482,0
1.086202082,1.744168832,1.54223201,0.994487086,2.208616831,0.971855252,0
1.851595375,1.895426157,1.985853616,0.113898298,6.443815215,0.423123532,1
1.693818683,1.05684811,1.952461093,0.432871527,6.807342229,0.579222774,1
1.118761959,1.89785004,1.355728744,0.034324345,11.95874451,0.561104729,0
1.456913736,1.726403102,1.676677699,0.233241741,5.236255149,0.399453771,0
1.602749933,1.991315204,1.039762222,0.640564693,1.391146973,0.2156407,1
1.576489365,1.337984785,1.932041143,0.533980344,1.260226026,0.625938412,0
1.714572603,1.102604559,1.52036023,0.391730474,5.004603578,0.33975541,1
1.710875353,1.986108221,1.483073367,0.970303246,11.63535236,0.979465626,1
1.947197631,1.839260519,1.953179359,0.753922413,9.058703626,0.457207741,1
1.407603858,1.602143789,1.618074503,0.327992553,4.371719512,0.287505092,0
1.54139844,1.20817439,1.426181986,0.901132215,8.566720197,0.353768721,0
1.429971755,1.967198778,1.541987077,0.756917118,9.463305359,0.783067775,0
1.885815534,1.317133798,1.735642459,0.594311717,7.97123517,0.26277853,1
1.253247486,1.761551679,1.963590605,0.052481222,8.319135739,0.221755626,0
1.590933589,1.212669531,1.006107229,0.843581502,3.055921388,0.174910855,0
1.771824766,1.271181264,1.175629698,0.976731361,2.121329026,0.685558239,1
1.104852531,1.590252229,1.854302754,0.899586995,11.34001444,0.734084321,0
1.200651031,1.937521585,1.151387755,0.767397039,3.020039028,0.960565342,0
1.695422674,1.822940697,1.214240336,0.947130764,4.581931138,0.093542904,1
1.007038021,1.11243497,1.441317281,0.893099908,10.99785852,0.893811934,0
1.95276511,1.429309052,1.045403421,0.18642907,3.581050535,0.278558235,1
1.798925725,1.709039334,1.508231724,0.214404626,1.140700104,0.549907969,1
1.902960255,1.800665941,1.642378752,0.039300788,8.37039691,0.138472058,1
1.493634831,1.317291514,1.136971139,0.238338982,10.21278401,0.98658155,0
1.841502937,1.718809397,1.184753763,0.612743994,11.19779302,0.159768619,1
1.626007195,1.882584528,1.207628379,0.017359469,1.462994221,0.388200118,1
1.534632944,1.672895478,1.52271203,0.616355433,5.056052716,0.23933924,0
1.314746404,1.609283263,1.656391159,0.908648366,10.2076843,0.426020969,0
1.992765956,1.07267577,1.122255645,0.259361608,7.153836511,0.148673969,1
1.26361921,1.730100783,1.255412963,0.24323555,8.243486876,0.686274906,0
1.753056998,1.363109607,1.614433048,0.914195942,6.116396579,0.465468713,1
1.373847176,1.819907532,1.873422039,0.318698587,9.650825258,0.744158985,0
1.46306915,1.100521812,1.974052708,0.750652223,6.114775799,0.86372823,0
1.998468842,1.16640097,1.477651172,0.212594439,4.424482351,0.691091823,1
1.91991083,1.571883854,1.447474206,0.4040028,3.011145833,0.255780148,1
1.394064357,1.75536198,1.804882637,0.779294799,10.25950526,0.622047385,0
1.445929189,1.32069785,1.440903764,0.187844421,1.973320837,0.526345535,0
1.813344657,1.713470493,1.729536971,0.225762591,9.377721434,0.374794172,1
1.108222577,1.369691304,1.712653339,0.310042439,4.761249596,0.634779551,0
1.704145858,1.904070224,1.213741535,0.359056639,8.634920093,0.569747336,1
1.5041447,1.094055931,1.590737347,0.71170751,6.244378398,0.428653887,0
1.991859585,1.813688474,1.288530988,0.996754073,4.256136073,0.959634442,1
1.954095446,1.899121743,1.466761837,0.213585298,2.271137056,0.513926794,1
1.870786015,1.918823744,1.898464513,0.514261126,11.53557468,0.114926573,1
1.123869506,1.996333355,1.936670102,0.795679152,0.584891658,0.984242495,0
1.702805012,1.609683648,1.005951014,0.610979095,4.22562218,0.875853948,1
1.187928349,1.538110157,1.01143738,0.698770708,0.539656095,0.991608694,0
1.952380338,1.90555884,1.257907489,0.642749778,5.844377014,0.323843982,1
1.253895967,1.767880931,1.268130682,0.685217296,6.484600498,0.058611003,0
1.511485414,1.564143211,1.376175636,0.816275294,4.222505139,0.150866407,0
1.330493872,1.191620374,1.041370081,0.12334841,9.375615615,0.219340258,0
1.245251619,1.643051529,1.380973033,0.337648395,9.729409707,0.52416815,0
1.108722723,1.15163124,1.538295948,0.964466027,6.297070644,0.457979018,0
1.721132493,1.364027977,1.875893415,0.672286109,2.412286964,0.035513565,1
1.673358041,1.787493857,1.392682963,0.894999235,5.749492393,0.337089681,1
1.665133584,1.439926955,1.21112104,0.864809253,11.69359293,0.962987722,1
1.491767681,1.089287474,1.696771219,0.701065769,6.445811903,0.772451806,0
1.930664265,1.101103268,1.874582986,0.577835973,11.49447444,0.517365578,1
1.589482233,1.80215338,1.516678795,0.637599923,6.868868578,0.478915662,0
1.546258418,1.795928937,1.891626139,0.820767985,11.91469887,0.72987156,0
1.673571508,1.011529193,1.627987313,0.55379253,10.76263999,0.121612279,1
1.882908162,1.793346615,1.902754919,0.196089328,2.615654787,0.270760499,1
1.034651362,1.767228141,1.195432325,0.91943229,1.879011101,0.092507282,0
1.276442211,1.704798741,1.404994919,0.067080891,5.649897898,0.77683499,0
1.601948141,1.812669189,1.007005656,0.187037351,11.97547586,0.685357672,1
1.36080466,1.943886064,1.554792283,0.411054101,10.61469279,0.822146797,0
1.020578359,1.656533655,1.291095233,0.006996789,4.310655973,0.684199439,0
1.666764228,1.952874266,1.291337239,0.821479275,5.43310198,0.817421589,1
1.376710639,1.874190025,1.480839427,0.736528802,9.151424263,0.179200213,0
1.525629158,1.881851719,1.928932528,0.343703793,4.666369648,0.259329959,0
1.292791669,1.52632747,1.972885249,0.943872532,6.096136551,0.673038918,0
1.439652974,1.10096698,1.635609956,0.344908657,5.544167815,0.406316236,0
1.541917556,1.182974003,1.105424834,0.033045418,3.112082734,0.53974145,0
1.87843008,1.49893275,1.237455307,0.360322558,1.455876316,0.264544016,1
1.745162923,1.856415765,1.461762472,0.240949299,8.739247173,0.307184878,1
1.001858995,1.081578094,1.015092058,0.322170268,10.82082091,0.97862814,0
1.668636208,1.509872249,1.48931515,0.876128801,9.226106274,0.123381128,1
1.456249202,1.224151267,1.849389252,0.390129821,9.150208998,0.103837154,0
1.890215117,1.611804688,1.963378551,0.463140402,9.57128419,0.436697882,1
1.639536488,1.604314916,1.11081267,0.08362335,10.62606443,0.680319694,1
1.519776855,1.707463283,1.337951761,0.962626884,11.663495,0.837665412,0
1.00204548,1.755577576,1.427671304,0.466250959,3.377440153,0.330477634,0
1.481719973,1.693955989,1.886903078,0.50786031,8.164827862,0.52657444,0
1.743987781,1.157283994,1.908898231,0.542676346,11.94996928,0.878758918,1
1.933090235,1.800947606,1.527643595,0.79040172,1.460800393,0.577997869,1
1.566449056,1.625007049,1.910050846,0.419456937,7.297748875,0.234646462,0
1.836111108,1.726363965,1.531580343,0.26582611,0.442318219,0.673383578,1
1.453480724,1.377148027,1.172206995,0.410251789,2.779451812,0.856814128,0
1.094568589,1.073220866,1.457483379,0.144356917,9.30361932,0.412922537,0
1.786242167,1.23757877,1.840851094,0.362470834,7.212632705,0.927571752,1
1.319352941,1.24463425,1.957653592,0.185771392,3.901216553,0.411948944,0
1.9906054,1.734392876,1.801060084,0.924721004,7.187190956,0.146044052,1
1.109292752,1.573097426,1.024510216,0.181461038,6.138827153,0.665677528,0
1.703292815,1.48505227,1.134068261,0.057984119,5.285396257,0.232582372,1
1.696868155,1.385598512,1.227106321,0.151139562,11.88891233,0.465338799,1
1.328999485,1.488236808,1.326135649,0.329648541,1.482557951,0.510176146,0
1.460754291,1.734559148,1.08193019,0.978516594,2.601397872,0.195708116,0
1.23208726,1.902653286,1.527886234,0.536507047,3.569791215,0.167041255,0
1.406720594,1.722565987,1.616757983,0.723733908,9.270783878,0.571379223,0
1.723213831,1.372001752,1.63866457,0.305313718,5.994297049,0.388476391,1
1.599428511,1.492254165,1.588459802,0.940522206,9.160095527,0.163151853,0
1.847747643,1.788071217,1.482744288,0.432472652,8.31600006,0.494846656,1
1.974252885,1.843145105,1.208661706,0.895910986,6.82871725,0.39712723,1
1.115548892,1.925171646,1.392376218,0.538538355,1.906587242,0.798395495,0
1.003011716,1.120969261,1.32353498,0.515250375,1.270610959,0.717706674,0
1.700510497,1.945828846,1.22243448,0.271953979,6.761515648,0.88986262,1
1.222429878,1.986407488,1.438945208,0.517499805,3.991808677,0.965510587,0
1.446974615,1.960268449,1.452211281,0.745755689,1.672939962,0.650802381,0
1.777799293,1.684692245,1.164380558,0.993019915,6.784483575,0.616082668,1
1.395707312,1.225649457,1.227209741,0.638165665,2.355665732,0.09240477,0
1.816127093,1.337012831,1.463462625,0.747677947,2.581952931,0.334304033,1
1.136408792,1.202915424,1.121345881,0.514884266,7.57345884,0.523207374,0
1.862090373,1.885598901,1.448257805,0.567406555,6.55864952,0.421067958,1
1.284358008,1.947835003,1.664147408,0.513047095,4.471906992,0.465219859,0
1.899121099,1.055578656,1.621491117,0.167848561,1.444832438,0.925381155,1
1.816985965,1.591166572,1.124525689,0.267404712,6.600548775,0.878753277,1
1.811475654,1.739505553,1.495540638,0.428601047,3.409504692,0.259244214,1
1.312449744,1.77884399,1.263650862,0.547708385,4.203957883,0.07355406,0
1.952816562,1.156455415,1.286841514,0.383836274,5.222473843,0.743859059,1
1.382005276,1.631986903,1.603864412,0.66155477,1.460846704,0.727639747,0
1.578572726,1.535254814,1.957862317,0.402342816,5.921229647,0.872447561,0
1.00328699,1.275525702,1.576996883,0.045649047,8.450698815,0.875600373,0
1.075485726,1.872281216,1.748232735,0.555719738,4.13154484,0.830557126,0
1.520766921,1.804558402,1.058616615,0.835557469,5.666955602,0.070611639,0
1.700526621,1.725236244,1.525783417,0.271812112,4.12344022,0.143751513,1
1.152445044,1.779121781,1.429823167,0.08295594,3.923864002,0.943551698,0
1.970336948,1.077263998,1.147640151,0.078638282,5.63322476,0.234029185,1
1.566443383,1.01999475,1.408522819,0.321834641,3.309603286,0.783478119,0
1.847978409,1.374983723,1.66683361,0.055113785,7.246333553,0.623239188,1
1.383782707,1.806343019,1.546534639,0.688885979,2.672379015,0.997479355,0
1.471342431,1.813960299,1.165363885,0.57050098,6.947791966,0.200615942,0
1.351922424,1.587785998,1.017796834,0.311730423,9.836506608,0.801751384,0
1.673089282,1.976465117,1.350306016,0.334206866,7.518017001,0.246509041,1
1.163565842,1.425679432,1.593143086,0.082493428,4.556341791,0.871231928,0
1.454413462,1.812667765,1.790272184,0.25569116,8.908921364,0.809380595,0
1.894579646,1.103932869,1.754429032,0.48898287,5.13380433,0.436068773,1
1.922819711,1.311148336,1.918542652,0.977387048,0.315227905,0.739974781,1
1.722522639,1.471435358,1.40210506,0.774824768,11.13522336,0.410644111,1
1.756072114,1.323138552,1.850840078,0.039627377,1.965694,0.016618109,1
1.307298193,1.260326038,1.820548647,0.455455087,5.270953647,0.082664024,0
1.008478189,1.525214294,1.349296237,0.13837815,5.39206849,0.208618542,0
1.173149069,1.353553272,1.275613348,0.2186447,10.34128353,0.371456955,0
1.551467263,1.401522646,1.241956753,0.039851072,7.108366007,0.058139929,0
1.299130875,1.004622703,1.388333528,0.717053838,1.463894571,0.860932817,0
1.866134042,1.691018622,1.614693888,0.911798521,11.61671555,0.310399089,1
1.973121939,1.284415884,1.368743802,0.37960828,7.775067563,0.161174819,1
1.380827193,1.320322009,1.602165038,0.970895634,0.785934041,0.529090367,0
1.738086606,1.181186838,1.968156114,0.782497839,6.406318487,0.760283184,1
1.089765499,1.205304834,1.794386507,0.866388203,1.642986042,0.809459675,0
1.974958523,1.119473127,1.171117651,0.679014236,10.50958717,0.898697994,1
1.720895925,1.186066115,1.518969129,0.385378549,5.041024308,0.46151762,1
1.711854577,1.044021571,1.207556275,0.728380823,8.384366824,0.849035543,1
1.367525243,1.499287854,1.588275207,0.779665067,7.481900273,0.308930723,0
1.635878416,1.057202881,1.598953513,0.290404938,0.046971556,0.662659594,1
1.058165325,1.177668233,1.837533303,0.621021063,11.11415651,0.310564764,0
1.025008938,1.832597047,1.87045675,0.565410211,6.652403504,0.833067766,0
1.726199509,1.030533653,1.666652453,0.215874897,7.888849197,0.272051229,1
1.116284371,1.451622207,1.630559402,0.51114288,3.441275722,0.802859387,0
1.502913899,1.213345678,1.572107077,0.603902988,3.720691759,0.470992682,0
1.984062114,1.721699802,1.381977833,0.872409965,10.98711143,0.870679149,1
1.529220646,1.253337532,1.893336329,0.131849606,0.092995378,0.216270314,0
1.526497908,1.728764522,1.852093589,0.784468073,6.785677387,0.594263165,0
1.204366967,1.597828677,1.305707533,0.547566858,8.646630684,0.978978478,0
1.820359804,1.413442666,1.060993759,0.299181547,6.942500548,0.142633523,1
1.532402275,1.46007996,1.347710281,0.29667456,2.701983681,0.865904697,0
1.23340154,1.040365606,1.577719382,0.327210693,5.463431692,0.232261769,0
1.006747431,1.659520161,1.872012484,0.463180272,0.558115336,0.990480244,0
1.868749439,1.607902747,1.016276096,0.623829584,5.314273594,0.935938084,1
1.185290387,1.08043234,1.486113026,0.133351155,8.58994753,0.990967939,0
1.577632182,1.363792248,1.330849515,0.343383242,6.900440278,0.120469045,0
1.069250841,1.409612477,1.073871977,0.209142378,1.431602458,0.923367692,0
1.725066596,1.471302201,1.885119738,0.204356052,3.070134859,0.500006931,1
1.323445941,1.01599873,1.356851552,0.227432383,4.877151952,0.527469977,0
1.980225273,1.173535452,1.188655923,0.64255019,5.421066604,0.566998353,1
1.576096245,1.759941743,1.135301786,0.442311823,2.011320494,0.955274825,0
1.307853989,1.256311002,1.939124041,0.748915026,6.255466724,0.243003451,0
1.04134866,1.573202017,1.782424752,0.019727416,7.772371921,0.278755067,0
1.432188829,1.230499142,1.56550367,0.388546723,4.602273445,0.167819407,0
1.083997773,1.905850978,1.33491958,0.477155298,11.87847833,0.498551223,0
1.199937192,1.994912638,1.382797185,0.852678143,3.399972292,0.397954385,0
1.495784204,1.371168416,1.625403421,0.697671256,1.300193471,0.478776196,0
1.387269477,1.414372062,1.78138347,0.249564977,0.879615968,0.220841862,0
1.420941681,1.472919172,1.264542153,0.121736693,10.19475082,0.392150989,0
1.814631979,1.626378637,1.211787686,0.421307261,0.82788463,0.089217508,1
1.618922929,1.252647695,1.451887502,0.125162533,8.093478053,0.530630092,1
1.666261752,1.593606927,1.206343338,0.70286109,11.81562252,0.316140772,1
1.096912443,1.766329596,1.852484035,0.139455581,8.680988537,0.274485192,0
1.644076874,1.088812964,1.442075016,0.071192028,0.046325029,0.789395816,1
1.114977991,1.559039807,1.518243678,0.989000107,1.590448227,0.5245981,0
1.576126585,1.077207333,1.506005511,0.671855007,1.627817083,0.204699157,0
1.631163384,1.820729555,1.278603598,0.853028425,6.506439476,0.988318725,1
1.085138121,1.997520123,1.573516736,0.766011838,11.27142626,0.941998303,0
1.063637217,1.272620594,1.034472312,0.269996646,7.447309748,0.654699699,0
1.077361187,1.449282036,1.130975405,0.616668986,6.965908004,0.111269058,0
1.227389449,1.409791486,1.680036823,0.51820223,9.75128222,0.623747425,0
1.061214869,1.472866627,1.01250671,0.761214418,10.66599044,0.382334348,0
1.147421357,1.820786812,1.401684859,0.603523246,9.603869784,0.569419527,0
1.82714969,1.379566683,1.723630112,0.251708484,10.83467444,0.987412417,1
1.760978072,1.098361309,1.934364274,0.453083501,6.766964499,0.723670475,1
1.91566425,1.11351862,1.425986599,0.459980485,6.25373664,0.552752909,1
1.917352611,1.656619538,1.776871056,0.606168535,5.063672765,0.524490171,1
1.355424959,1.115053162,1.890127538,0.671335522,5.087012808,0.397250076,0
1.092233558,1.077931236,1.281147161,0.013017038,4.271766097,0.763632491,0
1.453845322,1.755873077,1.133283956,0.399559466,2.525573262,0.356130848,0
1.499528332,1.376672937,1.205517611,0.132314795,3.306901857,0.604293825,0
1.911240456,1.585074912,1.741566504,0.957094499,2.064249009,0.08497208,1
1.210641194,1.720140666,1.510432481,0.32965031,3.10652928,0.256247422,0
1.558928607,1.64400761,1.128818874,0.701434357,0.31061817,0.818236247,0
1.955165118,1.886380576,1.304891285,0.029706517,6.390248127,0.524795366,1
1.219412933,1.778510544,1.691728166,0.897475524,10.92457227,0.996607033,0
1.175175155,1.843182256,1.228707892,0.663090101,3.026391518,0.541566775,0
1.146709573,1.764829313,1.347597573,0.049888267,5.803070998,0.589553993,0
1.415093265,1.681319448,1.247177269,0.499616372,1.337531671,0.345152591,0
1.203615859,1.228814404,1.846827005,0.552249316,0.698667725,0.552311016,0
1.592364322,1.597229269,1.698883287,0.291690984,0.49544953,0.376238434,0
1.579158454,1.728668288,1.181938212,0.581277747,7.197506625,0.920624335,0
1.01749389,1.101751095,1.84219716,0.080876657,9.581953704,0.605155631,0
1.632658878,1.454451038,1.664078279,0.259812349,6.01910635,0.577120075,1
1.614654737,1.599739257,1.894584816,0.477442797,6.219285674,0.601507219,1
1.235006647,1.08065858,1.634571322,0.046733422,0.911768539,0.777066556,0
1.389540961,1.749082052,1.078301515,0.832512497,10.01217926,0.353124312,0
1.827900919,1.255142134,1.63147687,0.263563971,8.958734467,0.788881728,1
1.173669321,1.397254368,1.691885996,0.385605677,10.37062396,0.047571906,0
1.053627344,1.105117281,1.369761107,0.877485303,3.886276914,0.502382841,0
1.665325007,1.215755744,1.65966476,0.044529336,7.316469692,0.941312797,1
1.756904933,1.692233486,1.635831416,0.703817703,7.298340457,0.666171846,1
1.15625129,1.218813454,1.04608619,0.130562138,10.06233055,0.202410229,0
1.025369251,1.650344844,1.605067438,0.905932951,9.194951764,0.721645229,0
1.70548398,1.018030092,1.067038889,0.759842158,2.851039496,0.093419282,1
1.925224947,1.521436782,1.463189622,0.570287286,11.0764968,0.258808927,1
1.37423978,1.552607588,1.284554836,0.512175857,8.367313222,0.825476859,0
1.920471746,1.991082529,1.326723884,0.342664008,8.095229931,0.289607832,1
1.334315968,1.811863412,1.48914848,0.832161903,7.452232035,0.490638512,0
1.499046395,1.119373085,1.356228389,0.300068963,3.427606054,0.07349879,0
1.06773295,1.501935744,1.361034505,0.880046116,11.74074743,0.307151101,0
1.807878204,1.643646863,1.084810871,0.249409314,5.157878481,0.911009486,1
1.657058595,1.44307902,1.989620553,0.75616985,5.313039577,0.215644918,1
1.355915927,1.532728611,1.80197788,0.324511479,10.81880087,0.844887394,0
1.775615069,1.150766219,1.081169294,0.691615449,1.713695908,0.835011396,1
1.364162427,1.654654694,1.482712759,0.21326438,10.44702725,0.913023759,0
1.752067343,1.560708181,1.255784486,0.584063387,5.858365361,0.718364298,1
1.302910365,1.570576145,1.30757241,0.979970908,8.447603836,0.171809815,0
1.25139546,1.108579817,1.308260509,0.114840603,3.393800376,0.591454014,0
1.358680075,1.098421219,1.850766039,0.698140258,10.65952887,0.152909046,0
1.608791776,1.217138696,1.902308724,0.303516221,6.164091107,0.644026203,1
1.505688852,1.244551294,1.674687276,0.273241658,3.560945979,0.536352913,0
1.717844092,1.413729789,1.4586377,0.017798454,1.430812161,0.211191586,1
1.161756307,1.088312521,1.396102494,0.074414037,2.744184559,0.846282756,0
1.957105739,1.913698881,1.839014226,0.596376514,8.484762685,0.69609295,1
1.263974419,1.334964851,1.341718566,0.403268702,1.136957813,0.336515909,0
1.780137467,1.37079238,1.79088992,0.566667283,2.651576343,0.804110595,1
1.264087844,1.428091123,1.408772219,0.300785764,9.111426997,0.311954704,0
1.921239573,1.529134655,1.601523426,0.796386812,8.150271136,0.743276688,1
1.464537941,1.989649552,1.03449822,0.884439279,2.743657591,0.076465188,0
1.027352786,1.23965491,1.263533035,0.190430142,7.860011247,0.288010778,0
1.658177168,1.503682792,1.354956726,0.108706097,3.776934727,0.952172803,1
1.150832919,1.58694846,1.314640093,0.400755793,0.399228328,0.140278836,0
1.485934607,1.561837262,1.203709263,0.934424001,10.42428046,0.900148437,0
1.440641387,1.506209351,1.177840951,0.560129628,3.890792512,0.626655579,0
1.410728644,1.576949611,1.048921559,0.347030555,5.937131652,0.595139091,0
1.237444377,1.786323785,1.892199688,0.689032005,9.683591005,0.229448512,0
1.651324311,1.39134076,1.613124147,0.350374101,10.10865341,0.71385514,1
1.347532852,1.921497314,1.984544943,0.286732083,5.115382165,0.197895392,0
1.229027153,1.68101191,1.888872708,0.678399793,8.897684246,0.198501724,0
1.748967093,1.840570307,1.285806035,0.909580528,10.74142818,0.667307465,1
1.317031238,1.026070802,1.784392972,0.715431653,9.977215509,0.431490265,0
1.44095543,1.861845227,1.708103564,0.690546944,7.234508299,0.380555168,0
1.907037202,1.191448589,1.242558364,0.72640962,1.405725537,0.1257948,1
1.953454184,1.312806227,1.90790318,0.129447523,7.178008517,0.076316508,1
1.704089659,1.679976588,1.254608679,0.693329754,6.041692251,0.869719021,1
1.11581772,1.086015634,1.815153623,0.138831349,0.616577384,0.635271658,0
1.175038585,1.296277245,1.871668849,0.949818828,9.107653233,0.039093568,0
1.358124067,1.402196315,1.932980433,0.756401912,3.869832886,0.651090706,0
1.800487094,1.059686645,1.779325653,0.002288132,1.676889944,0.024052093,1
1.680275785,1.461008046,1.941521152,0.652627814,6.123249572,0.066736507,1
1.079840475,1.410998885,1.115876312,0.575407962,5.653660436,0.564087602,0
1.073271846,1.098265225,1.558941526,0.66602475,6.642656179,0.159839701,0
1.25463471,1.348691287,1.145571142,0.575175354,9.032054212,0.559373494,0
1.621951219,1.5118098,1.345677213,0.092425083,10.25295211,0.902021779,1
1.457940495,1.850506943,1.400410483,0.771681777,1.462372982,0.402924009,0
1.814414434,1.569343994,1.298216342,0.87370528,8.497269479,0.6882367,1
1.995636329,1.879098215,1.158106975,0.784352964,7.043327596,0.140962286,1
1.07149477,1.210311949,1.214219942,0.594300147,2.591636265,0.551523998,0
1.605144399,1.560302965,1.018144467,0.594474021,7.801028189,0.642080655,1
1.768824647,1.74988729,1.94243122,0.55668562,3.763661557,0.711108671,1
1.186031381,1.214032542,1.967462001,0.664442019,10.91143196,0.944706111,0
1.588689472,1.911316298,1.557910569,0.37248424,1.338389722,0.748427326,0
1.10589872,1.810895412,1.293983214,0.291862883,2.032557041,0.171006682,0
1.28125968,1.04866194,1.667567993,0.80446434,5.020602376,0.784834624,0
1.727938317,1.413174829,1.446109683,0.380208746,7.480044083,0.601069361,1
1.229428764,1.364395748,1.822630487,0.826676489,5.946763727,0.451882094,0
1.420534814,1.843904839,1.319889099,0.267149955,5.642595971,0.871138444,0
1.921031453,1.108444714,1.516853767,0.281297825,4.008595928,0.708651874,1
1.251758224,1.398458786,1.415424149,0.130879887,0.07006419,0.135615314,0
1.003681046,1.826090356,1.924269407,0.140204959,3.090332443,0.958807427,0
1.710990248,1.569732623,1.691797384,0.649731936,0.335070034,0.213715269,1
1.491415422,1.088234609,1.632673902,0.032866436,5.193265158,0.997393557,0
1.148532864,1.237336273,1.885146711,0.355437239,10.82918123,0.24073937,0
1.562283998,1.19496912,1.718990743,0.064307505,8.490588578,0.873492411,0
1.066185789,1.045118984,1.221882732,0.676269128,0.937921332,0.375750046,0
1.265842411,1.761883412,1.921789815,0.595479003,3.90830428,0.480871881,0
1.669075452,1.043002328,1.774118125,0.552000743,0.831734561,0.322311129,1
1.491315067,1.86969195,1.322566066,0.878314623,2.28451466,0.044178069,0
1.278223137,1.246110713,1.022217461,0.410403089,5.824098223,0.076671345,0
1.968740022,1.158977652,1.062774498,0.968412271,0.748243049,0.195397185,1
1.084873811,1.740509834,1.150443465,0.090667621,8.856681839,0.521749542,0
1.031259472,1.530361575,1.383862021,0.057604566,11.98518821,0.430588487,0
1.230365363,1.754796507,1.528482831,0.443424579,1.29900983,0.343297215,0
1.049592465,1.864989025,1.118088979,0.022805477,1.386868743,0.80672874,0
1.624472541,1.05373055,1.3984276,0.987511042,8.272644857,0.837663054,1
1.441637142,1.282293485,1.878615885,0.061366496,3.004715989,0.794365766,0
1.43443677,1.027727137,1.18403032,0.502332561,1.795014867,0.78123707,0
1.548767728,1.146406039,1.586676319,0.65006792,7.942050597,0.695519014,0
1.907563726,1.207044086,1.04322708,0.987502888,2.373079051,0.027177182,1
1.300221779,1.237677634,1.627948381,0.237860281,0.724433329,0.839064575,0
1.494965411,1.438973883,1.973509118,0.651463012,5.967336155,0.584654331,0
1.259331684,1.403792221,1.762012173,0.482098889,1.423609184,0.389285569,0
1.745137478,1.079022598,1.032971109,0.699068056,7.06015668,0.502329273,1
1.928875751,1.964863329,1.621247686,0.16013291,6.223121434,0.85098877,1
1.05253676,1.37580872,1.908397322,0.834425278,11.53716706,0.890227201,0
1.675760266,1.129530548,1.737162181,0.69900245,8.755000857,0.627159253,1
1.579708234,1.868067315,1.426709659,0.483491524,1.496612947,0.471588175,0
1.362288397,1.675805573,1.807218762,0.922241993,0.301043597,0.050988601,0
